date,hour,LA_Qin,LA_Level,LA_Inlet,LA_F_1500,LA_F_1200,LA_P_1500,LA_P_1200,TotalFlow
2025-04-22,20,15054.0,2.02,17.25,13878.0,6351.0,19.26,18.8,20229.0
2025-04-22,21,15328.0,1.69,17.77,13146.0,6049.0,17.92,17.4,19195.0
2025-04-22,22,15776.0,1.5,18.55,11948.0,5558.0,14.72,14.15,17506.0
2025-04-22,23,11307.0,1.63,16.37,9651.0,4344.0,10.67,9.8,13995.0
2025-04-23,0,7427.0,2.24,15.33,6421.0,2712.0,6.26,5.29,9132.0
2025-04-23,1,7565.0,2.9,15.76,6414.0,2777.0,6.56,5.58,9191.0
2025-04-23,2,7818.0,3.59,16.56,6528.0,2903.0,7.03,6.04,9430.0
2025-04-23,3,7839.0,4.29,16.65,6476.0,2904.0,7.16,6.17,9379.0
2025-04-23,4,5447.0,4.9,16.5,8887.0,3921.0,10.47,9.43,12808.0
2025-04-23,5,15736.0,5.08,17.07,11714.0,5520.0,16.35,15.65,17234.0
2025-04-23,6,15792.0,4.86,17.52,13731.0,6345.0,19.39,18.79,20076.0
2025-04-23,7,15670.0,4.53,17.28,14027.0,6426.0,19.36,18.8,20454.0
2025-04-23,8,15471.0,4.13,16.96,14191.0,6498.0,19.56,19.07,20689.0
2025-04-23,9,15085.0,3.77,16.42,13131.0,6074.0,17.9,17.37,19204.0
2025-04-23,10,15445.0,3.57,16.13,11867.0,5486.0,15.05,14.43,17353.0
2025-04-23,11,16064.0,3.56,16.16,11045.0,5061.0,13.28,12.61,16106.0
2025-04-23,12,16043.0,3.61,16.32,11262.0,5138.0,13.18,12.53,16400.0
2025-04-23,13,15994.0,3.63,16.5,11353.0,5184.0,13.41,12.78,16536.0
2025-04-23,14,16100.0,3.65,16.65,11284.0,5151.0,13.53,12.9,16435.0
2025-04-23,15,15884.0,3.67,16.85,11275.0,5168.0,13.56,12.93,16443.0
2025-04-23,16,14769.0,3.64,18.21,11280.0,5153.0,13.54,12.91,16433.0
2025-04-23,17,14692.0,3.5,18.33,12597.0,5803.0,16.33,15.79,18400.0
2025-04-23,18,14753.0,3.13,18.58,14027.0,6479.0,19.48,19.05,20506.0
2025-04-23,19,14495.0,2.71,18.05,13878.0,6389.0,19.37,18.93,20267.0
2025-04-23,20,14361.0,2.28,17.81,13763.0,6356.0,19.07,18.63,20118.0
2025-04-23,21,14380.0,1.88,17.92,13199.0,6148.0,18.07,17.6,19348.0
2025-04-23,22,14844.0,1.59,18.75,12158.0,5723.0,15.14,14.6,17881.0
2025-04-23,23,8870.0,1.64,17.25,10065.0,4472.0,11.18,10.28,14537.0
2025-04-24,0,5625.0,2.12,17.6,6867.0,2939.0,6.76,5.79,9806.0
2025-04-24,1,5703.0,2.62,18.12,6489.0,2829.0,6.67,5.69,9318.0
2025-04-24,2,5794.0,3.13,18.76,6244.0,2766.0,6.74,5.75,9010.0
2025-04-24,3,5814.0,3.65,18.99,6221.0,2792.0,6.93,5.94,9013.0
2025-04-24,4,9505.0,4.13,17.16,8357.0,3832.0,9.88,8.97,12190.0
2025-04-24,5,15578.0,4.26,16.64,11618.0,5469.0,16.23,15.55,17087.0
2025-04-24,6,15911.0,4.05,17.09,13668.0,6350.0,19.24,18.73,20019.0
2025-04-24,7,15791.0,3.73,16.55,14021.0,6442.0,19.37,18.91,20463.0
2025-04-24,8,15961.0,3.37,16.03,14097.0,6466.0,19.43,18.98,20563.0
2025-04-24,9,16717.0,3.1,15.27,13168.0,6091.0,17.81,17.32,19259.0
2025-04-24,10,16975.0,3.04,15.11,11900.0,5513.0,15.03,14.47,17412.0
2025-04-24,11,17022.0,3.12,15.24,11240.0,5158.0,13.44,12.79,16397.0
2025-04-24,12,17020.0,3.23,15.23,11380.0,5195.0,13.46,12.83,16574.0
2025-04-24,13,17068.0,3.33,15.31,11397.0,5208.0,13.53,12.91,16605.0
2025-04-24,14,17044.0,3.44,15.87,11328.0,5173.0,13.53,12.9,16500.0
2025-04-24,15,16147.0,3.5,16.83,11349.0,5210.0,13.55,12.93,16558.0
2025-04-24,16,16102.0,3.53,16.83,11265.0,5160.0,13.48,12.86,16425.0
2025-04-24,17,16014.0,3.52,16.65,12677.0,5796.0,16.29,15.76,18473.0
2025-04-24,18,15954.0,3.25,16.56,14211.0,6502.0,19.6,19.2,20712.0
2025-04-24,19,15902.0,2.93,16.56,14029.0,6445.0,19.51,19.08,20473.0
2025-04-24,20,15890.0,2.61,16.44,13978.0,6404.0,19.25,18.79,20382.0
2025-04-24,21,15827.0,2.33,16.44,13279.0,6145.0,18.05,17.56,19424.0
2025-04-24,22,16334.0,2.16,17.18,12248.0,5670.0,15.29,14.69,17918.0
2025-04-24,23,13405.0,2.28,17.59,9870.0,4503.0,11.08,10.26,14373.0
2025-04-25,0,5656.0,2.73,17.08,7051.0,3015.0,6.85,5.88,10066.0
2025-04-25,1,5751.0,3.24,17.25,6888.0,3006.0,6.99,6.01,9894.0
2025-04-25,2,5781.0,3.74,17.54,6819.0,3033.0,7.32,6.33,9853.0
2025-04-25,3,5814.0,4.26,17.85,6854.0,3075.0,7.51,6.52,9929.0
2025-04-25,4,12808.0,4.62,18.4,8538.0,4162.0,10.25,9.48,12700.0
2025-04-25,5,15285.0,4.6,16.62,11509.0,5412.0,15.76,15.09,16921.0
2025-04-25,6,15977.0,4.4,16.59,13783.0,6342.0,19.14,18.57,20124.0
2025-04-25,7,15723.0,4.08,16.16,14083.0,6423.0,19.27,18.75,20506.0
2025-04-25,8,15520.0,3.68,15.89,14211.0,6472.0,19.41,18.93,20683.0
2025-04-25,9,15488.0,3.33,15.8,13250.0,6062.0,17.73,17.19,19312.0
2025-04-25,10,15546.0,3.13,15.87,12022.0,5508.0,14.9,14.31,17531.0
2025-04-25,11,15644.0,3.08,16.0,11299.0,5181.0,13.35,12.7,16480.0
2025-04-25,12,15720.0,3.06,16.13,11493.0,5250.0,13.42,12.8,16743.0
2025-04-25,13,15784.0,3.03,16.27,11473.0,5236.0,13.6,12.97,16710.0
2025-04-25,14,15858.0,3.02,16.39,11367.0,5212.0,13.67,13.04,16579.0
2025-04-25,15,15981.0,3.04,15.97,11312.0,5183.0,13.62,12.99,16496.0
2025-04-25,16,16305.0,3.07,15.59,11284.0,5152.0,13.56,12.93,16435.0
2025-04-25,17,16148.0,3.08,15.44,12552.0,5789.0,16.42,15.89,18341.0
2025-04-25,18,16230.0,2.85,15.55,13931.0,6446.0,19.49,19.07,20377.0
2025-04-25,19,16354.0,2.59,15.74,13831.0,6383.0,19.45,19.0,20214.0
2025-04-25,20,16326.0,2.34,15.64,13782.0,6345.0,19.2,18.74,20127.0
2025-04-25,21,16709.0,2.13,16.2,13116.0,6054.0,17.9,17.4,19170.0
2025-04-25,22,17143.0,2.08,17.65,12087.0,5559.0,15.08,14.46,17646.0
2025-04-25,23,2518.0,2.15,20.05,10132.0,4440.0,11.24,10.29,14572.0
2025-04-26,0,5111.0,2.4,17.42,7033.0,3014.0,6.76,5.79,10047.0
2025-04-26,1,5078.0,2.85,17.24,6847.0,2982.0,6.91,5.93,9830.0
2025-04-26,2,5167.0,3.31,17.53,6769.0,3009.0,7.25,6.26,9778.0
2025-04-26,3,5174.0,3.76,17.7,6748.0,3029.0,7.46,6.47,9777.0
2025-04-26,4,5088.0,4.22,17.24,6587.0,2950.0,7.37,6.38,9536.0
2025-04-26,5,3860.0,4.64,16.99,7941.0,3544.0,9.87,8.85,11485.0
2025-04-26,6,13941.0,4.81,16.42,11073.0,5127.0,14.18,13.46,16199.0
2025-04-26,7,15816.0,4.64,16.4,13656.0,6265.0,18.69,18.13,19921.0
2025-04-26,8,15655.0,4.28,16.12,14182.0,6453.0,19.37,18.85,20635.0
2025-04-26,9,15905.0,3.91,15.73,14231.0,6478.0,19.41,18.9,20710.0
2025-04-26,10,15950.0,3.57,15.8,14052.0,6401.0,18.56,18.07,20453.0
2025-04-26,11,16316.0,3.29,15.65,13214.0,6026.0,16.74,16.2,19240.0
2025-04-26,12,16498.0,3.19,15.89,12025.0,5572.0,14.48,13.92,17597.0
2025-04-26,13,16532.0,3.22,15.93,11465.0,5214.0,13.56,12.93,16679.0
2025-04-26,14,16490.0,3.27,15.89,11352.0,5196.0,13.61,12.99,16547.0
2025-04-26,15,16453.0,3.32,15.82,11349.0,5190.0,13.63,13.02,16539.0
2025-04-26,16,16429.0,3.38,15.81,11351.0,5188.0,13.64,13.03,16539.0
2025-04-26,17,16146.0,3.37,15.43,12726.0,5872.0,16.58,16.0,18598.0
2025-04-26,18,16028.0,3.11,15.3,14164.0,6524.0,19.57,19.11,20688.0
2025-04-26,19,16000.0,2.79,15.29,14040.0,6448.0,19.49,19.0,20488.0
2025-04-26,20,16154.0,2.5,15.43,13881.0,6372.0,19.27,18.75,20252.0
2025-04-26,21,16248.0,2.26,15.52,13257.0,6066.0,18.13,17.55,19323.0
2025-04-26,22,16292.0,2.14,16.22,12089.0,5532.0,15.18,14.52,17621.0
2025-04-26,23,2046.0,2.16,18.67,9976.0,4373.0,11.02,10.06,14349.0
2025-04-27,0,4231.0,2.36,16.35,7474.0,3200.0,7.17,6.19,10674.0
2025-04-27,1,4816.0,2.76,16.91,7131.0,3098.0,7.19,6.21,10229.0
2025-04-27,2,4945.0,3.19,17.72,6932.0,3081.0,7.46,6.46,10012.0
2025-04-27,3,5033.0,3.63,18.31,6277.0,2818.0,7.01,6.01,9095.0
2025-04-27,4,5061.0,4.07,18.46,6272.0,2829.0,7.12,6.12,9101.0
2025-04-27,5,5754.0,4.52,18.05,6064.0,2806.0,7.88,6.88,8870.0
2025-04-27,6,15841.0,5.02,17.54,8211.0,4007.0,10.66,9.89,12218.0
2025-04-27,7,15490.0,5.1,17.31,12310.0,5713.0,16.66,16.01,18023.0
2025-04-27,8,15409.0,4.81,17.02,13891.0,6376.0,19.18,18.61,20266.0
2025-04-27,9,15566.0,4.43,16.57,14084.0,6428.0,19.27,18.74,20512.0
2025-04-27,10,15753.0,4.07,16.33,13984.0,6408.0,18.57,18.07,20392.0
2025-04-27,11,15980.0,3.78,16.56,13142.0,6019.0,16.74,16.17,19162.0
2025-04-27,12,16073.0,3.64,16.77,12015.0,5517.0,14.5,13.87,17533.0
2025-04-27,13,16177.0,3.65,16.88,11265.0,5135.0,13.4,12.75,16400.0
2025-04-27,14,16134.0,3.71,16.83,11199.0,5126.0,13.62,12.96,16324.0
2025-04-27,15,16102.0,3.76,17.41,11126.0,5106.0,13.68,13.0,16232.0
2025-04-27,16,14973.0,3.77,18.41,10961.0,5033.0,13.53,12.84,15994.0
2025-04-27,17,14199.0,3.65,19.54,12279.0,5646.0,16.39,15.76,17925.0
2025-04-27,18,14423.0,3.27,20.11,13777.0,6313.0,19.46,18.92,20090.0
2025-04-27,19,14505.0,2.86,20.33,13653.0,6232.0,19.28,18.73,19885.0
2025-04-27,20,14530.0,2.46,20.34,13658.0,6237.0,19.12,18.58,19895.0
2025-04-27,21,14528.0,2.09,20.4,13139.0,6041.0,18.1,17.53,19180.0
2025-04-27,22,14423.0,1.81,20.76,12058.0,5570.0,15.19,14.57,17628.0
2025-04-27,23,5982.0,1.97,17.05,9518.0,4150.0,10.63,9.62,13668.0
2025-04-28,0,5784.0,2.48,17.95,6772.0,2905.0,6.75,5.77,9677.0
2025-04-28,1,5770.0,2.99,17.94,6369.0,2783.0,6.62,5.63,9152.0
2025-04-28,2,5825.0,3.5,18.19,6316.0,2824.0,6.92,5.92,9139.0
2025-04-28,3,5895.0,4.02,18.67,6372.0,2851.0,7.18,6.18,9223.0
2025-04-28,4,4087.0,4.52,17.12,8314.0,3679.0,9.76,8.74,11993.0
2025-04-28,5,14796.0,4.61,15.88,11656.0,5454.0,16.15,15.47,17111.0
2025-04-28,6,16065.0,4.38,16.71,13699.0,6301.0,19.27,18.7,19999.0
2025-04-28,7,15711.0,4.07,16.22,13996.0,6370.0,19.35,18.82,20365.0
2025-04-28,8,15582.0,3.68,15.95,14129.0,6448.0,19.48,18.94,20577.0
2025-04-28,9,15844.0,3.36,15.59,13163.0,6038.0,17.82,17.23,19201.0
2025-04-28,10,15937.0,3.23,15.68,11920.0,5510.0,14.99,14.38,17431.0
2025-04-28,11,16382.0,3.22,15.86,11321.0,5197.0,13.49,12.83,16517.0
2025-04-28,12,16427.0,3.26,15.89,11449.0,5223.0,13.38,12.73,16672.0
2025-04-28,13,16252.0,3.29,15.69,11416.0,5210.0,13.51,12.86,16626.0
2025-04-28,14,16268.0,3.32,15.78,11362.0,5194.0,13.59,12.96,16556.0
2025-04-28,15,16317.0,3.37,15.84,11258.0,5150.0,13.48,12.85,16408.0
2025-04-28,16,16306.0,3.43,15.83,11245.0,5153.0,13.46,12.82,16398.0
2025-04-28,17,16287.0,3.43,15.8,12564.0,5773.0,16.4,15.82,18337.0
2025-04-28,18,16399.0,3.23,16.01,13917.0,6397.0,19.45,18.98,20314.0
2025-04-28,19,15764.0,2.95,16.6,13792.0,6337.0,19.42,18.94,20129.0
2025-04-28,20,15538.0,2.62,16.51,13814.0,6338.0,19.25,18.77,20152.0
2025-04-28,21,15676.0,2.33,16.69,13155.0,6104.0,17.97,17.45,19259.0
2025-04-28,22,16288.0,2.18,17.67,12019.0,5614.0,15.1,14.5,17633.0
2025-04-28,23,6734.0,2.38,16.16,9924.0,4317.0,11.03,10.04,14241.0
2025-04-29,0,5688.0,2.88,17.39,6963.0,3008.0,6.85,5.86,9971.0
2025-04-29,1,5672.0,3.38,17.38,6969.0,3067.0,7.2,6.2,10037.0
2025-04-29,2,5786.0,3.88,17.7,6945.0,3093.0,7.53,6.51,10038.0
2025-04-29,3,5865.0,4.4,18.2,7024.0,3137.0,7.82,6.8,10161.0
2025-04-29,4,13216.0,4.78,19.0,8465.0,4129.0,10.19,9.41,12594.0
2025-04-29,5,15413.0,4.79,16.79,11725.0,5494.0,16.18,15.48,17219.0
2025-04-29,6,16190.0,4.58,16.1,13762.0,6289.0,19.22,18.62,20051.0
2025-04-29,7,16161.0,4.3,16.11,13800.0,6265.0,18.97,18.39,20065.0
2025-04-29,8,15992.0,4.0,15.86,14029.0,6389.0,19.39,18.85,20418.0
2025-04-29,9,15851.0,3.71,15.65,13142.0,6013.0,17.78,17.2,19154.0
2025-04-29,10,15896.0,3.56,15.71,11908.0,5413.0,14.93,14.27,17321.0
2025-04-29,11,15994.0,3.56,15.83,11175.0,5082.0,13.31,12.61,16257.0
2025-04-29,12,16323.0,3.59,16.31,11309.0,5130.0,13.36,12.7,16439.0
2025-04-29,13,16439.0,3.63,16.5,11318.0,5154.0,13.4,12.75,16472.0
2025-04-29,14,16358.0,3.7,16.78,11299.0,5164.0,13.54,12.88,16462.0
2025-04-29,15,16053.0,3.74,18.23,11267.0,5146.0,13.58,12.93,16413.0
2025-04-29,16,15778.0,3.79,18.93,11165.0,5111.0,13.73,13.05,16276.0
2025-04-29,17,15644.0,3.79,19.31,12227.0,5648.0,16.41,15.73,17875.0
2025-04-29,18,15516.0,3.53,18.65,13577.0,6225.0,19.43,18.85,19802.0
2025-04-29,19,15429.0,3.21,18.45,13681.0,6256.0,19.31,18.74,19937.0
2025-04-29,20,15121.0,2.88,17.88,13681.0,6252.0,19.18,18.6,19933.0
2025-04-29,21,15008.0,2.54,17.68,13153.0,5998.0,18.03,17.43,19151.0
2025-04-29,22,15724.0,2.31,19.1,12493.0,5725.0,15.92,15.25,18218.0
2025-04-29,23,1390.0,2.29,20.93,9929.0,4325.0,11.04,10.06,14254.0
2025-04-30,0,4802.0,2.52,17.59,7694.0,3340.0,7.7,6.7,11034.0
2025-04-30,1,5331.0,2.96,17.57,6825.0,3005.0,7.14,6.13,9830.0
2025-04-30,2,5298.0,3.43,17.46,6693.0,2984.0,7.26,6.25,9676.0
2025-04-30,3,5575.0,3.91,17.31,6567.0,2960.0,7.34,6.32,9527.0
2025-04-30,4,8574.0,4.36,15.01,8445.0,3842.0,10.0,9.05,12287.0
2025-04-30,5,15621.0,4.49,15.29,11623.0,5450.0,16.19,15.48,17073.0
2025-04-30,6,16410.0,4.32,16.4,13569.0,6241.0,19.18,18.57,19809.0
2025-04-30,7,15997.0,4.06,15.82,13722.0,6253.0,19.11,18.54,19975.0
2025-04-30,8,15851.0,3.74,15.6,13875.0,6351.0,19.29,18.72,20225.0
2025-04-30,9,15970.0,3.46,15.77,12973.0,5951.0,17.76,17.19,18924.0
2025-04-30,10,16047.0,3.34,15.85,11779.0,5444.0,15.0,14.4,17223.0
2025-04-30,11,16091.0,3.36,15.98,11188.0,5116.0,13.48,12.81,16304.0
2025-04-30,12,16139.0,3.39,16.04,11317.0,5197.0,13.49,12.86,16513.0
2025-04-30,13,16022.0,3.43,16.27,11383.0,5202.0,13.62,12.98,16585.0
2025-04-30,14,15116.0,3.42,17.31,11261.0,5164.0,13.66,13.02,16425.0
2025-04-30,15,16136.0,3.4,16.65,11183.0,5122.0,13.59,12.95,16306.0
2025-04-30,16,16483.0,3.48,16.62,11215.0,5144.0,13.63,12.97,16359.0
2025-04-30,17,14646.0,3.43,18.22,12413.0,5699.0,16.42,15.83,18112.0
2025-04-30,18,14199.0,3.05,18.72,13748.0,6277.0,19.42,18.89,20025.0
2025-04-30,19,14209.0,2.63,18.83,13572.0,6206.0,19.25,18.69,19778.0
2025-04-30,20,14147.0,2.2,18.7,13565.0,6163.0,19.03,18.48,19728.0
2025-04-30,21,14229.0,1.82,18.85,13001.0,5973.0,17.96,17.37,18974.0
2025-04-30,22,14633.0,1.53,19.67,12084.0,5573.0,15.06,14.45,17657.0
2025-04-30,23,6352.0,1.72,17.03,9743.0,4204.0,10.59,9.58,13947.0
2025-05-01,0,5889.0,2.25,18.07,6754.0,2863.0,6.47,5.49,9616.0
2025-05-01,1,5739.0,2.76,17.38,6423.0,2756.0,6.41,5.42,9179.0
2025-05-01,2,5789.0,3.27,17.61,6355.0,2785.0,6.69,5.7,9140.0
2025-05-01,3,5762.0,3.79,17.58,6284.0,2776.0,6.8,5.8,9061.0
2025-05-01,4,5758.0,4.31,17.66,6198.0,2766.0,7.05,6.02,8964.0
2025-05-01,5,5872.0,4.83,18.25,6039.0,2755.0,7.95,6.91,8794.0
2025-05-01,6,12547.0,5.19,21.74,7784.0,3882.0,10.64,9.83,11665.0
2025-05-01,7,13669.0,5.13,19.99,11463.0,5334.0,15.97,15.26,16797.0
2025-05-01,8,15651.0,4.88,18.73,13521.0,6184.0,19.07,18.47,19705.0
2025-05-01,9,15417.0,4.55,18.25,13820.0,6295.0,19.2,18.64,20115.0
2025-05-01,10,15396.0,4.19,18.24,13707.0,6279.0,18.43,17.91,19986.0
2025-05-01,11,15546.0,3.9,18.53,12748.0,5880.0,16.51,15.96,18627.0
2025-05-01,12,15702.0,3.76,18.71,11829.0,5425.0,14.42,13.78,17254.0
2025-05-01,13,15061.0,3.7,19.44,11193.0,5132.0,13.42,12.75,16324.0
2025-05-01,14,15161.0,3.65,19.64,11137.0,5099.0,13.57,12.91,16236.0
2025-05-01,15,15103.0,3.62,19.56,11047.0,5095.0,13.63,12.99,16142.0
2025-05-01,16,15149.0,3.6,19.63,10989.0,5081.0,13.74,13.08,16070.0
2025-05-01,17,14088.0,3.49,20.12,12234.0,5679.0,16.39,15.78,17913.0
2025-05-01,18,14105.0,3.12,20.47,13443.0,6216.0,18.88,18.34,19659.0
2025-05-01,19,14281.0,2.73,20.68,13346.0,6120.0,18.59,18.05,19466.0
2025-05-01,20,14109.0,2.33,20.46,13479.0,6184.0,18.62,18.13,19663.0
2025-05-01,21,14077.0,1.94,20.3,13124.0,6009.0,17.9,17.33,19133.0
2025-05-01,22,14258.0,1.62,19.97,11950.0,5526.0,14.97,14.37,17476.0
2025-05-01,23,6038.0,1.78,16.42,9483.0,4148.0,10.56,9.56,13631.0
2025-05-02,0,5616.0,2.27,17.92,6627.0,2858.0,6.59,5.61,9485.0
2025-05-02,1,5626.0,2.76,18.1,6465.0,2829.0,6.71,5.72,9294.0
2025-05-02,2,5709.0,3.27,18.39,6445.0,2869.0,6.98,5.99,9314.0
2025-05-02,3,5705.0,3.77,18.56,6428.0,2889.0,7.14,6.14,9317.0
2025-05-02,4,8670.0,4.25,16.75,8065.0,3695.0,9.5,8.57,11760.0
2025-05-02,5,15219.0,4.4,16.18,11147.0,5270.0,15.35,14.62,16417.0
2025-05-02,6,16398.0,4.26,16.52,13198.0,6122.0,18.59,17.96,19320.0
2025-05-02,7,16268.0,4.06,16.37,13222.0,6055.0,18.66,18.04,19277.0
2025-05-02,8,16273.0,3.87,16.41,13287.0,6071.0,18.53,17.91,19358.0
2025-05-02,9,16205.0,3.65,16.23,12943.0,5893.0,17.57,16.93,18836.0
2025-05-02,10,16218.0,3.56,16.26,11797.0,5442.0,15.01,14.38,17239.0
2025-05-02,11,16231.0,3.58,16.26,11180.0,5094.0,13.52,12.82,16274.0
2025-05-02,12,16400.0,3.63,16.52,11354.0,5152.0,13.39,12.72,16506.0
2025-05-02,13,15999.0,3.66,17.18,11322.0,5153.0,13.52,12.87,16476.0
2025-05-02,14,15754.0,3.69,18.33,11252.0,5156.0,13.64,12.97,16408.0
2025-05-02,15,15187.0,3.69,18.54,11177.0,5122.0,13.61,12.93,16300.0
2025-05-02,16,15109.0,3.65,18.5,11085.0,5085.0,13.48,12.79,16170.0
2025-05-02,17,15082.0,3.56,17.89,12206.0,5613.0,16.19,15.55,17820.0
2025-05-02,18,15902.0,3.34,17.18,13346.0,6179.0,18.71,18.17,19525.0
2025-05-02,19,16039.0,3.11,17.4,13263.0,6115.0,18.56,18.03,19378.0
2025-05-02,20,14980.0,2.86,18.48,13342.0,6130.0,18.57,18.03,19473.0
2025-05-02,21,13684.0,2.48,19.45,12749.0,5904.0,17.36,16.8,18654.0
2025-05-02,22,13776.0,2.16,19.7,12060.0,5535.0,14.94,14.29,17595.0
2025-05-02,23,5902.0,2.27,16.03,9799.0,4251.0,10.62,9.62,14050.0
2025-05-03,0,5611.0,2.77,17.4,7172.0,3083.0,6.96,5.97,10255.0
2025-05-03,1,5540.0,3.26,17.46,7017.0,3059.0,7.01,6.01,10076.0
2025-05-03,2,5567.0,3.75,17.62,6926.0,3064.0,7.27,6.27,9990.0
2025-05-03,3,5525.0,4.25,17.5,6774.0,3036.0,7.47,6.46,9811.0
2025-05-03,4,5299.0,4.72,16.37,6408.0,2857.0,7.1,6.09,9265.0
2025-05-03,5,6049.0,5.17,18.34,6055.0,2886.0,7.79,6.8,8941.0
2025-05-03,6,9083.0,5.21,24.08,7231.0,3651.0,9.84,9.01,10882.0
2025-05-03,7,13981.0,5.07,20.33,11278.0,5255.0,15.68,14.95,16534.0
2025-05-03,8,14871.0,4.78,18.98,13069.0,6034.0,18.62,17.98,19103.0
2025-05-03,9,15987.0,4.53,17.88,13346.0,6155.0,18.7,18.04,19501.0
2025-05-03,10,15941.0,4.26,17.75,13611.0,6249.0,18.38,17.75,19859.0
2025-05-03,11,15922.0,4.02,17.8,12885.0,5890.0,16.7,16.09,18775.0
2025-05-03,12,16192.0,3.91,18.25,11891.0,5434.0,14.56,13.87,17326.0
2025-05-03,13,15960.0,3.9,18.58,11300.0,5150.0,13.5,12.82,16451.0
2025-05-03,14,15860.0,3.9,18.79,11264.0,5154.0,13.59,12.91,16417.0
2025-05-03,15,15579.0,3.92,19.12,11123.0,5104.0,13.65,12.98,16227.0
2025-05-03,16,15010.0,3.91,20.14,10951.0,5038.0,13.58,12.89,15989.0
2025-05-03,17,14252.0,3.83,20.65,11791.0,5473.0,16.04,15.41,17264.0
2025-05-03,18,13992.0,3.54,20.12,13042.0,5990.0,18.6,18.01,19032.0
2025-05-03,19,13787.0,3.16,19.61,12942.0,5977.0,18.34,17.72,18919.0
2025-05-03,20,13670.0,2.77,19.42,12976.0,5983.0,18.28,17.66,18960.0
2025-05-03,21,13696.0,2.39,18.34,12729.0,5858.0,17.72,17.06,18586.0
2025-05-03,22,15456.0,2.17,17.2,11661.0,5408.0,15.01,14.32,17069.0
2025-05-03,23,1462.0,2.18,19.51,9554.0,4183.0,11.04,10.03,13737.0
2025-05-04,0,4295.0,2.37,21.01,6876.0,2962.0,6.98,5.96,9838.0
2025-05-04,1,4507.0,2.77,19.91,6308.0,2728.0,6.48,5.46,9036.0
2025-05-04,2,4525.0,3.17,20.12,6293.0,2787.0,6.83,5.81,9080.0
2025-05-04,3,4442.0,3.57,19.71,6143.0,2756.0,6.9,5.86,8899.0
2025-05-04,4,4427.0,3.96,19.38,6050.0,2720.0,6.9,5.86,8769.0
2025-05-04,5,5286.0,4.38,19.23,5751.0,2654.0,7.56,6.52,8406.0
2025-05-04,6,14227.0,4.78,19.26,7982.0,3913.0,10.36,9.56,11895.0
2025-05-04,7,14851.0,4.84,19.14,11776.0,5457.0,15.97,15.27,17233.0
2025-05-04,8,14726.0,4.54,18.55,13412.0,6175.0,18.77,18.12,19588.0
2025-05-04,9,14889.0,4.17,17.69,13611.0,6260.0,18.72,18.13,19872.0
2025-05-04,10,14771.0,3.78,17.36,13664.0,6275.0,18.2,17.69,19939.0
2025-05-04,11,15180.0,3.44,17.02,12936.0,5931.0,16.61,16.07,18867.0
2025-05-04,12,15450.0,3.26,17.34,11934.0,5504.0,14.52,13.88,17438.0
2025-05-04,13,15403.0,3.24,17.23,11083.0,5075.0,13.4,12.69,16157.0
2025-05-04,14,15482.0,3.28,17.34,10994.0,5038.0,13.6,12.86,16033.0
2025-05-04,15,15673.0,3.29,17.76,11015.0,5030.0,13.62,12.88,16044.0
2025-05-04,16,15818.0,3.32,17.91,10981.0,5024.0,13.74,12.99,16004.0
2025-05-04,17,16052.0,3.34,18.34,11755.0,5464.0,15.94,15.26,17219.0
2025-05-04,18,16852.0,3.22,19.64,13360.0,6092.0,18.38,17.77,19452.0
2025-05-04,19,16471.0,3.06,19.05,13251.0,6114.0,18.47,17.87,19365.0
2025-05-04,20,16378.0,2.87,18.86,13216.0,6081.0,18.42,17.81,19297.0
2025-05-04,21,14880.0,2.66,20.49,12779.0,5845.0,17.57,16.93,18624.0
2025-05-04,22,14372.0,2.41,21.5,11768.0,5434.0,14.99,14.33,17202.0
2025-05-04,23,6566.0,2.54,18.22,9447.0,4126.0,10.74,9.73,13573.0
2025-05-05,0,4870.0,3.01,18.61,7016.0,3024.0,7.1,6.07,10040.0
2025-05-05,1,4119.0,3.39,19.42,6356.0,2793.0,6.7,5.7,9149.0
2025-05-05,2,4188.0,3.75,19.86,6366.0,2840.0,7.05,6.03,9206.0
2025-05-05,3,4262.0,4.12,20.84,6199.0,2800.0,7.12,6.1,8998.0
2025-05-05,4,4168.0,4.5,20.1,6004.0,2709.0,6.93,5.9,8712.0
2025-05-05,5,4169.0,4.86,19.96,5950.0,2762.0,7.63,6.59,8712.0
2025-05-05,6,12912.0,5.15,20.63,8215.0,3953.0,10.52,9.71,12168.0
2025-05-05,7,14918.0,5.08,19.4,12128.0,5650.0,16.44,15.75,17778.0
2025-05-05,8,15026.0,4.77,18.98,13592.0,6293.0,18.75,18.13,19886.0
2025-05-05,9,14849.0,4.39,18.7,13693.0,6283.0,18.81,18.23,19976.0
2025-05-05,10,14690.0,4.0,18.48,13569.0,6222.0,18.05,17.47,19791.0
2025-05-05,11,15371.0,3.66,17.62,12876.0,5922.0,16.57,16.01,18798.0
2025-05-05,12,16045.0,3.53,17.29,11856.0,5464.0,14.39,13.77,17321.0
2025-05-05,13,15765.0,3.54,16.89,11199.0,5109.0,13.34,12.68,16308.0
2025-05-05,14,15761.0,3.54,16.82,11125.0,5098.0,13.49,12.83,16223.0
2025-05-05,15,15483.0,3.56,17.14,11097.0,5105.0,13.55,12.89,16202.0
2025-05-05,16,14830.0,3.53,17.84,11056.0,5090.0,13.6,12.95,16146.0
